County,current,Predicted,change
oh.summit,6.3021474,9.964724,-3.6625762
ny.onondaga,7.217909,11.339026,-4.1211176
ny.orange,15.690141,18.196354,-2.5062132
nh.rockingham,11.301458,18.006483,-6.7050247
ny.rensselaer,5.5579195,8.498818,-2.940899
ny.st. lawrence,3.7805643,7.119122,-3.3385577
wa.san juan,2.68,4.16,-1.4799998
ny.rockland,20.10693,21.93841,-1.83148
ny.saratoga,11.833977,17.293436,-5.4594593
il.lake,42.364185,58.921528,-16.557343
il.knox,15.827751,22.138756,-6.3110046
md.baltimore city,5.760423,7.3913226,-1.6308994
ny.steuben,3.4220183,4.188073,-0.76605487
nh.sullivan,11.76,19.08,-7.3199997
nh.strafford,6.843854,10.295681,-3.451827
nh.hillsborough,10.26508,15.658454,-5.3933735
nh.merrimack,7.0810127,11.749367,-4.668354
ny.suffolk,19.48519,26.25288,-6.7676907
ky.fayette,7.7260804,9.916667,-2.1905866
ny.ulster,12.624616,17.963078,-5.338462
ny.wayne,12.766666,20.433332,-7.666666
ny.westchester,17.61793,22.798454,-5.180525
ky.grayson,14.1866665,19.546667,-5.3600006
ky.greenup,9.331579,14.373684,-5.0421047
il.morgan,23.768518,36.833332,-13.064814
md.washington,14.583333,22.026882,-7.443549
ky.garrard,50.8,68.73333,-17.93333
ny.bronx,0,0,0
ky.franklin,10.0404625,13.109827,-3.0693645
ny.kings,0,0,0
ny.new york,0,0,0
ny.queens,0,0,0
il.vermilion,10.583893,14.496644,-3.9127512
ky.warren,11.376534,13.58663,-2.2100954
ks.sedgwick,25.357828,38.804314,-13.4464855
ky.lincoln,41.08,62.4,-21.32
ky.livingston,15.72,23.72,-7.999999
ny.montgomery,5.253846,10.092308,-4.838462
il.grundy,37.16854,59.876404,-22.707863
il.winnebago,23.4785,30.33517,-6.8566704
ny.clinton,1.9533334,2.7566667,-0.8033333
md.montgomery,19.739813,23.67137,-3.9315567
il.will,44.132744,65.24582,-21.113075
md.prince george's,55.088516,64.60766,-9.519142
ny.chautauqua,5.2606516,6.6766915,-1.41604
ny.ontario,4.6390977,7.010025,-2.3709273
ky.henderson,12.583333,14.65625,-2.072917
il.jefferson,12.954286,18.137142,-5.1828566
il.kane,32.58129,45.783833,-13.202541
ky.woodford,40.72,61.12,-20.399998
tx.mcculloch,11.12,13.24,-2.12
tx.jackson,35.36,39.08,-3.7200012
tx.schleicher,9.642858,18.857143,-9.214286
ky.taylor,16.3,23.677778,-7.377779
tx.cochran,9.222222,11.222222,-2
md.allegany,9.707317,20.760532,-11.053215
md.anne arundel,28.630014,34.857357,-6.2273426
il.piatt,55.125,89.125,-34
il.peoria,9.63369,13.698752,-4.0650625
il.pike,54.42857,82.47619,-28.047619
ok.okmulgee,14.664233,17.40146,-2.7372274
il.adams,15.844776,23.295523,-7.4507465
ok.oklahoma,9.142379,12.173691,-3.031312
il.cook,18.014511,24.569792,-6.5552807
tx.wood,20.64,24,-3.3600006
tx.lavaca,29,31.94,-2.9400005
tx.hutchinson,30.16,41.04,-10.880001
ky.russell,38.24,53.08,-14.84
wv.raleigh,4.114165,5.87315,-1.758985
ky.rockcastle,25.73077,29.461538,-3.7307682
md.cecil,11.918919,15.72973,-3.810811
ky.johnson,13.097222,19.125,-6.0277777
wv.jefferson,68.96,112.12,-43.160004
wv.fayette,13.861702,16.51064,-2.6489372
wv.calhoun,2.2619047,4.047619,-1.7857141
wv.cabell,3.483349,4.8487153,-1.3653662
wv.mercer,3.9427207,5.274463,-1.3317425
wv.mason,3.5870647,8.323383,-4.7363186
wv.boone,30.68,39.68,-9
wv.pocahontas,11.56,36.52,-24.96
wv.preston,18.8,39.36,-20.560001
wv.lewis,1.3681818,2.0363636,-0.6681818
ks.wyandotte,5.9934335,7.134146,-1.1407127
wv.upshur,11.588235,15.137255,-3.5490198
wv.berkeley,21.66154,32.307693,-10.646154
wv.monongalia,4.0031185,4.8357587,-0.8326402
wv.marshall,17.777779,31.188889,-13.41111
il.effingham,22.376713,34.410957,-12.034245
ky.mason,6.71,12.89,-6.1800003
ky.boone,22.12915,35.686348,-13.557198
ky.bell,6.736111,8.819445,-2.0833335
il.rock island,21.77027,31.213964,-9.443695
il.sangamon,11.053589,16.84019,-5.786602
ky.boyle,6.9796953,10.685279,-3.7055836
il.champaign,22.132969,28.941711,-6.8087425
wi.washburn,12.093333,19.613333,-7.5199995
ky.marion,17.013334,24.786667,-7.7733326
ky.muhlenberg,17.966667,22.333334,-4.366667
ky.caldwell,30.44,42.04,-11.6
ky.barren,12.461111,15.783334,-3.3222227
ok.pontotoc,11.269608,16.941177,-5.67157
ok.major,24.36,39.52,-15.16
ok.latimer,10.666667,12.424242,-1.757575
il.mason,41.7,61.5,-19.8
ky.christian,4.3295164,5.1870227,-0.8575063
ky.pike,4.847682,6.624724,-1.7770419
sd.haakon,10.166667,11.944445,-1.7777777
ok.pittsburg,13.109756,15.554878,-2.4451218
il.mclean,27.86533,40.664757,-12.799427
ky.perry,3.5810056,4.905028,-1.3240223
il.macon,16.62037,22.94213,-6.3217583
il.mchenry,46.89796,69.259476,-22.361515
nh.carroll,11.2,22.34,-11.14
nh.cheshire,4.6035504,8.928994,-4.3254437
nh.grafton,1.4881423,2.306324,-0.81818175
ok.delaware,37.96552,44.87931,-6.9137917
nh.belknap,7.941606,15.642336,-7.70073
md.dorchester,2.7603912,3.0660148,-0.30562353
ok.garfield,10.155963,12.55734,-2.4013767
ok.jackson,42.061226,54.632652,-12.571426
ok.haskell,27.64,34.48,-6.84
il.dupage,28.128723,40.621807,-12.493084
ok.woodward,18.069565,20.278261,-2.2086964
ky.kenton,6.99076,10.707392,-3.716632
ok.comanche,10.557693,15.3634615,-4.805769
ok.creek,32.326317,42.494736,-10.168419
ok.payne,22.12963,26.26389,-4.13426
ok.choctaw,12.34375,15.15625,-2.8125
ok.cleveland,17.444836,21.408451,-3.9636154
ok.seminole,43.125,52.21875,-9.09375
ok.tulsa,10.093692,12.7074795,-2.6137877
ok.carter,9.1603775,13.146227,-3.9858494
ok.rogers,59.65432,77.888885,-18.234566
ok.beckham,16.333334,18.35484,-2.0215054
ok.wagoner,32,39.54,-7.540001
wi.marinette,63.945454,80.181816,-16.236362
ok.stephens,18.736364,27.89091,-9.154545
ok.tillman,11.027027,16.702703,-5.6756763
tn.mcminn,12.133588,14.7213745,-2.5877867
nh.coos,5.8333335,9.833333,-3.9999995
il.montgomery,28.08,36.3,-8.219999
il.warren,55.347828,78.78261,-23.43478
il.whiteside,31.622223,47.444443,-15.82222
il.schuyler,9.934783,17.456522,-7.521739
il.logan,84.04,142.8,-58.760002
il.massac,29.6,57.48,-27.88
il.edgar,41.84,72.52,-30.679996
ak.kenai peninsula,0,0,0
ky.daviess,8.356736,11.259962,-2.903226
ak.fairbanks north star,0,0,0
ak.matanuska-susitna,0,0,0
ak.valdez-cordova,0,0,0
ak.northwest arctic,0,0,0
ak.sitka,0,0,0
ms.webster,14.105263,16.868422,-2.7631588
tn.maury,27.450981,35.960785,-8.509804
tn.madison,6.178427,6.941532,-0.7631049
mt.cascade,13.233945,19.84633,-6.6123857
wy.uinta,5.648889,9.284445,-3.6355557
tn.henry,12.802817,18.15493,-5.352113
ky.mercer,35.8,48.72,-12.920002
tn.anderson,12.428572,16.142857,-3.714285
tn.bledsoe,52.2,55.88,-3.6800003
tn.davidson,11.27853,13.716527,-2.4379969
tn.hamilton,10.964213,13.898186,-2.9339724
tn.robertson,41.80734,53.752293,-11.944954
tn.campbell,15.483334,18.058332,-2.5749989
tn.washington,8.941247,11.366906,-2.4256592
tn.williamson,58.52889,75.12889,-16.600002
tn.rhea,84.12,104.4,-20.279999
tn.rutherford,34.3366,42.818626,-8.482025
tn.knox,7.5750165,8.975212,-1.4001956
tn.sullivan,6.7131915,8.647659,-1.9344678
tn.hancock,23.9,43.5,-19.6
ks.coffey,4.730769,6.3333335,-1.6025643
ny.richmond,0,0,0
pr.ponce,2.2460985,2.477791,-0.23169255
ks.cowley,31.080645,52.98387,-21.903227
ks.wilson,8.734694,13.734694,-5
ks.barton,22.950617,33.51852,-10.5679035
ks.pottawatomie,4.384181,5.5706215,-1.1864405
la.calcasieu,11.474627,13.954228,-2.4796019
pr.aguadilla,6.3311687,7.376623,-1.0454545
pr.mayaguez,2.454383,2.7280858,-0.27370286
pr.san german,2.0048308,2.2222223,-0.21739149
il.st clair,0,0,0
pr.cayey,4.1538463,5.019231,-0.8653846
pr.san juan,4.854435,5.4012876,-0.5468526
pr.manati,2.473923,2.739229,-0.265306
tx.brazoria,39.534004,42.259445,-2.725441
tx.harris,11.722681,12.213811,-0.49112988
tx.chambers,59.179485,67.589745,-8.410259
il.marion,21.814816,32.051853,-10.237038
fl.union,5.921659,6.456221,-0.5345621
fl.orange,12.629683,14.832548,-2.2028656
fl.escambia,9.721748,11.337954,-1.6162052
fl.hillsborough,11.079062,12.351933,-1.2728701
tx.eastland,8.384615,9.807693,-1.4230776
tx.el paso,32.33227,45.54542,-13.21315
tx.freestone,14.810811,15.8918915,-1.0810804
tx.wilson,30.363636,30.681818,-0.318182
tx.collin,11.728174,14.026687,-2.2985125
tx.cooke,17.615385,29.820513,-12.205128
tx.gillespie,9.33721,16.04651,-6.709301
tx.hunt,12.036586,14.601626,-2.5650406
tx.gonzales,39.705883,40.85294,-1.1470566
tx.young,15.940298,19.074627,-3.1343288
tx.medina,67.8,81.88,-14.079994
tx.jasper,9.644068,10.050847,-0.4067793
tx.kimble,9.266666,20.4,-11.133333
tx.kerr,2.0217392,2.3496377,-0.3278985
tx.hays,25.159218,28.740223,-3.581005
tx.hockley,30.708334,42.8125,-12.104166
tx.llano,12.366667,16.333334,-3.9666672
tx.gregg,6.517007,7.7267575,-1.2097507
tx.hidalgo,19.46731,22.139984,-2.6726742
tx.titus,11.52439,12.615853,-1.0914631
tx.nacogdoches,5.3923078,5.5410256,-0.14871788
il.madison,17.13998,24.90735,-7.76737
tx.ector,15.617339,18.512705,-2.8953657
tx.anderson,20.807692,21.49359,-0.6858978
tx.lamar,7.8524175,9.066157,-1.2137399
tx.cass,11.808824,13.8970585,-2.088235
tx.gray,12.321739,19.773912,-7.452173
tx.hale,52.511364,68.681816,-16.170452
tx.reeves,30.72,58.32,-27.6
tx.frio,31.35,32.125,-0.7749996
tx.dallas,15.900299,19.28932,-3.389021
tx.fort bend,25.70768,34.90314,-9.195461
tx.williamson,16.707632,23.297323,-6.589691
tx.rockwall,22.394117,32.482353,-10.088236
il.dekalb,30.528795,42.471203,-11.942408
tx.bexar,10.32253,11.206776,-0.8842459
ky.hopkins,5.5,7.2256413,-1.7256413
tx.grayson,8.39701,11.189369,-2.7923594
tx.montgomery,13.236601,14.722876,-1.4862747
tx.trinity,5.266667,5.5333333,-0.2666664
tx.uvalde,50.96,66.56,-15.599998
tx.mclennan,23.973013,28.424288,-4.451275
tx.wheeler,6.804878,11.121951,-4.317073
tx.runnels,8.82,9.62,-0.8000002
nm.santa fe,24.189922,41.70155,-17.511627
tx.kaufman,14.761671,20.390663,-5.628992
tx.burnet,22.84507,27.507042,-4.661972
tx.howard,6.4257145,8.028571,-1.6028566
tx.comal,14.945402,17.06322,-2.117817
oh.mahoning,7.0630174,11.877785,-4.8147674
oh.van wert,6.748718,11.389744,-4.641026
tx.ellis,36.20601,49.5794,-13.37339
mo.st charles,0,0,0
tx.jack,17.411764,26.647058,-9.235294
tx.reagan,32.285713,64.42857,-32.14286
va.washington,8.681275,10.916335,-2.2350597
id.ada,22.307976,28.223043,-5.9150677
id.blaine,57.84,71.24,-13.399998
in.marion,12.886485,18.580833,-5.6943483
tx.hood,23.927711,28.783133,-4.855421
tx.limestone,11.050632,11.455696,-0.40506363
va.portsmouth,0,0,0
tx.lamb,15.626667,21.613333,-5.9866657
mn.hennepin,16.474293,24.172878,-7.6985855
mo.jackson,4.7879963,6.3894,-1.6014037
ne.douglas,16.834675,23.391003,-6.556328
tx.denton,18.726736,22.09371,-3.3669739
tx.caldwell,34.305084,34.440678,-0.13559341
tx.victoria,7.2572613,8.311203,-1.0539417
tx.bell,7.1540112,8.552292,-1.3982806
tx.midland,12.801196,15.638266,-2.8370695
tx.cameron,17.892035,18.458197,-0.5661621
hi.honolulu,5.3695436,5.7310896,-0.36154604
tx.potter,11.713572,14.22398,-2.5104084
tx.smith,8.271503,10.005983,-1.7344799
hi.hawaii,3.3849206,3.9246032,-0.5396826
tx.brazos,18.140718,19.782934,-1.6422157
tx.wichita,9.702641,12.835821,-3.1331806
tx.webb,38.99654,46.423874,-7.427334
al.shelby,35.111748,41.444126,-6.3323784
al.houston,7.5537086,8.196931,-0.64322233
al.barbour,17,17.864864,-0.86486435
al.clarke,20.647058,21.694118,-1.04706
al.escambia,15.591549,16.478872,-0.8873234
al.marion,13.6,15.575,-1.9749994
al.morgan,17.07773,22.689075,-5.6113453
al.etowah,10.410013,13.230041,-2.8200274
ia.page,14.6,22.22353,-7.6235294
ia.pottawattamie,14.071984,19.859922,-5.787938
id.bingham,20.732027,26.320261,-5.588234
id.bonneville,27.054216,33.656628,-6.6024113
id.bannock,26.50244,33.37073,-6.868292
il.mercer,41.136364,61.454544,-20.31818
ca.san luis obispo,4.1597023,5.1963367,-1.0366344
ca.placer,11.84492,16.286097,-4.4411764
ca.fresno,11.637726,13.613037,-1.9753113
ca.humboldt,3.9966555,6.3344483,-2.3377929
ca.mono,35.35294,54.82353,-19.470589
ca.stanislaus,17.433712,21.561237,-4.1275253
ga.gwinnett,47.80998,52.126328,-4.316349
ga.candler,25.2,28.24,-3.039999
ga.fulton,8.67936,9.541127,-0.8617668
ga.putnam,42.64,44.8,-2.1599998
ga.colquitt,16.613094,17.654762,-1.0416679
ga.evans,11.734694,12.571428,-0.8367348
ga.miller,17.44,19.12,-1.6800003
ga.rockdale,22.717392,25.152174,-2.434782
ga.jefferson,29.27027,29.945946,-0.67567635
ga.jeff davis,29.6,31.2,-1.6000004
ga.union,26.533333,27.8,-1.2666664
ga.jenkins,20.28,22,-1.7199993
la.orleans,9.787709,11.403911,-1.6162014
la.ascension,62.38095,79.64762,-17.26667
la.st. mary,13.604278,15.368984,-1.7647066
la.terrebonne,13.531335,15.713897,-2.1825619
la.vermilion,30.378948,39.063156,-8.684208
la.st. james,20.685184,25.38889,-4.703705
la.morehouse,18.01087,26.456522,-8.445652
la.east carroll,80.181816,116.36364,-36.181824
la.bossier,16.693926,20.995327,-4.301401
la.la salle,0,0,0
la.avoyelles,31.438356,35.027397,-3.5890408
la.st. tammany,7.695287,9.961266,-2.2659783
la.tangipahoa,17.153152,21.436937,-4.283785
la.east baton rouge,8.4424715,10.319691,-1.8772192
ca.butte,8.157095,10.376689,-2.219594
la.de soto,42.705883,49.5,-6.794117
la.st. landry,8.595054,11.506955,-2.9119015
ca.san benito,12.784531,17.005526,-4.220995
ca.marin,18.152838,18.868996,-0.7161579
ca.trinity,3.9215686,8.372549,-4.45098
ga.douglas,33.984375,38.182293,-4.197918
nc.washington,7.2040815,7.9183674,-0.71428585
la.vernon,11.695036,15.028369,-3.333333
ca.santa cruz,12.793982,17.189816,-4.395834
ga.muscogee,5.448181,5.666438,-0.21825695
ga.bibb,6.184638,6.4298377,-0.24519968
ga.towns,25.84,27.32,-1.4799995
ga.murray,52.642857,75.14286,-22.500004
ga.carroll,19.466257,22.006134,-2.539877
ga.fayette,13.429078,15.106383,-1.6773052
ga.clayton,20.586267,22.272888,-1.6866207
wi.oconto,105,122.685715,-17.685715
va.augusta,7.4745097,9.745098,-2.2705884
co.denver,17.157461,25.004534,-7.8470726
wi.sauk,20.751268,28.284264,-7.532995
ca.tuolumne,9.980263,20.388159,-10.407896
az.maricopa,0,0,0
ia.harrison,47.96,57.48,-9.52
ct.new haven,0,0,0
ma.plymouth,13.295455,15.949243,-2.6537876
mi.st. joseph,20.979166,29.729166,-8.75
mi.barry,52.938774,87.55102,-34.612244
mi.bay,13.688946,23.773779,-10.084833
mi.washtenaw,6.6803956,9.062603,-2.3822074
mi.kent,20.630646,31.5543,-10.923655
mi.houghton,29.754099,32.57377,-2.8196697
mi.dickinson,17.309734,25.840708,-8.530973
mi.ontonagon,11.84,18.04,-6.200001
mi.otsego,21.73913,38.108696,-16.369566
mi.saginaw,10.691598,16.566599,-5.875001
mn.chippewa,36.1,49.2,-13.100002
mn.mower,36.658535,55.865852,-19.207317
mo.newton,6.75162,8.170627,-1.4190068
mo.greene,12.259629,14.114122,-1.8544931
mo.clay,6.1915345,8.49418,-2.3026452
mo.clinton,17.87931,22.465517,-4.5862064
mo.vernon,5.614286,7.464286,-1.8499999
mo.atchison,13.611111,21.333334,-7.7222233
mo.bates,10.766666,14.9,-4.133333
mo.buchanan,14.421158,16.666666,-2.2455082
mo.cass,42.07547,56.85849,-14.78302
mo.st. louis,11.053561,15.069325,-4.015764
mo.ste. genevieve,25.680851,39.12766,-13.446808
mo.st. francois,9.724077,11.896309,-2.1722317
mo.ripley,27.904762,39.47619,-11.571426
mo.st. charles,28.057823,39.20862,-11.150795
mo.saline,23.013334,29.306667,-6.293333
mo.grundy,23.08,30.48,-7.3999996
mo.franklin,36.87838,47.972973,-11.094593
mo.gasconade,23.041666,30.458334,-7.416668
mo.iron,18.066668,26.4,-8.333332
mo.dent,10.836364,14.581819,-3.7454548
mo.washington,63.48,89.48,-26.000004
mo.sullivan,23.4,31.2,-7.800001
mo.putnam,11.8,20.866667,-9.066667
mo.phelps,8.520661,11.917356,-3.3966942
mo.cape girardeau,10.643927,14.505824,-3.8618975
mo.perry,66.44,92.32,-25.879997
mo.texas,16.454546,19.242424,-2.787878
mo.st. clair,32.166668,49.916668,-17.75
mo.henry,12.680412,19.57732,-6.896908
mo.lafayette,53.84375,67.71875,-13.875
mo.barry,36.930233,48.2093,-11.279068
mo.ray,24.617647,36.735294,-12.117647
mo.livingston,34.28,38.76,-4.4799995
mo.camden,21,24.361538,-3.361538
mo.cedar,11.219512,14.707317,-3.4878054
ms.monroe,18.146154,20.861538,-2.7153835
nc.mecklenburg,16.493803,19.208376,-2.714573
nc.rowan,15.655738,18.498829,-2.843091
nc.bladen,25.413794,27.48276,-2.068966
nc.pasquotank,6.840659,7.302198,-0.4615388
ms.lauderdale,4.1093116,4.997976,-0.88866425
ms.rankin,3.308986,4.1878905,-0.8789046
ms.lamar,12.727969,13.839081,-1.1111116
nc.cleveland,11.535963,12.603249,-1.0672855
nc.duplin,36.089108,38.118813,-2.029705
nc.forsyth,7.3401966,9.462331,-2.1221342
nc.johnston,45.914574,53.72864,-7.814068
nc.mcdowell,34.83077,40.153847,-5.323078
nc.henderson,11.003077,12.24923,-1.2461538
nc.haywood,7.931579,11.91579,-3.9842105
nc.halifax,7.2941175,8.581699,-1.2875819
nc.iredell,13.58483,16.25549,-2.670659
nc.hertford,9.692983,9.666667,0.02631569
nc.guilford,10.540644,12.651937,-2.1112928
nc.person,10.754545,12.681818,-1.9272728
nc.chatham,100.36,111.04,-10.68
nc.cherokee,5.39267,5.60733,-0.21465969
nc.robeson,17.738937,18.90708,-1.1681423
nc.avery,22.28,26.04,-3.7600002
nc.brunswick,14.880342,17.320513,-2.4401712
nc.buncombe,6.5220885,7.427711,-0.9056225
nc.burke,10.79148,13.634529,-2.843049
nc.cumberland,11.520946,12.877551,-1.3566055
nc.anson,70.066666,75.8,-5.7333374
nc.cabarrus,16.58149,20.19316,-3.6116695
nc.hoke,45.10204,47.612244,-2.5102043
nd.mountrail,102,142,-40
nd.dickey,29.85,37.9,-8.050001
nd.stutsman,17.121212,27.127274,-10.006062
nd.towner,11.65,15.7,-4.05
nd.traill,20.292683,29.439024,-9.146341
nd.rolette,66.64,107.6,-40.96
nd.williams,74.44,82.3,-7.8600006
ne.knox,23.695652,26.043478,-2.347826
fl.pinellas,8.613384,10.054623,-1.4412384
fl.highlands,12.934984,16.040247,-3.1052628
or.marion,22.05242,28.60484,-6.5524197
fl.hernando,9.180645,10.998387,-1.8177423
fl.sarasota,9.482077,12.166255,-2.6841784
fl.lee,14.924108,18.049553,-3.1254454
fl.volusia,8.835456,10.3090105,-1.4735546
fl.polk,16.935305,18.402119,-1.466814
fl.brevard,9.355592,10.920196,-1.5646038
fl.broward,17.000578,20.351366,-3.350788
fl.monroe,25.202703,32.675674,-7.472971
fl.miami-dade,25.216457,30.395584,-5.1791267
fl.manatee,22.76799,26.477667,-3.7096767
al.limestone,49.686275,58.764706,-9.07843
al.jefferson,7.404848,9.045047,-1.6401987
al.wilcox,23.133333,24.933332,-1.7999992
al.washington,39.68,45.08,-5.4000015
al.marengo,13.878788,14.585858,-0.70707035
al.coffee,21.534351,24.641222,-3.1068707
al.conecuh,13.275862,15.4827585,-2.2068968
al.fayette,18.311476,23.786884,-5.4754086
oh.athens,10.212245,11.816326,-1.6040812
al.madison,13.679966,17.064516,-3.38455
oh.butler,23.101252,31.58248,-8.481228
al.calhoun,12.769491,14.881356,-2.111865
al.walker,16.078651,17.89513,-1.8164787
ia.union,36.96,61.16,-24.2
oh.clark,25.744444,37.825928,-12.081484
al.montgomery,11.762904,12.951006,-1.1881018
al.lawrence,15.561225,18.602041,-3.0408163
oh.coshocton,21.821428,34.214287,-12.3928585
al.tuscaloosa,14.510204,14.927114,-0.41690922
al.covington,11.738095,12.690476,-0.95238113
al.dale,30.05618,33.11236,-3.056179
oh.crawford,25.013334,39.44,-14.426664
al.franklin,22.464,24.672,-2.2080002
al.colbert,10.15427,13.024794,-2.8705235
oh.cuyahoga,6.285714,10.139399,-3.8536844
al.talladega,14.666667,16.680702,-2.0140352
al.bullock,11.836065,12.147541,-0.31147575
al.elmore,34.804348,38.260868,-3.45652
oh.darke,31.865385,49.173077,-17.307692
pa.lycoming,10.874172,19.5298,-8.655628
wy.natrona,15.29443,25.758621,-10.464191
oh.delaware,39.089622,59.34434,-20.254719
pr.cidra,3.3287036,3.7870371,-0.4583335
pa.york,14.2225275,20.58608,-6.363553
oh.franklin,10.002116,13.594076,-3.59196
nj.burlington,14.666367,21.250898,-6.584532
nj.atlantic,5.9033694,7.818182,-1.9148126
nj.bergen,13.102683,17.578007,-4.4753237
nj.passaic,23.600962,32.945744,-9.344782
nj.gloucester,18.00821,24.97537,-6.967161
nj.essex,8.488757,11.153161,-2.664404
nj.cumberland,11.579256,15.072407,-3.4931507
nj.hudson,19.280085,25.396698,-6.1166134
ia.woodbury,13.538554,15.721686,-2.1831322
nj.union,15.668148,20.400988,-4.7328396
nj.sussex,21.883562,31.09589,-9.212328
nj.middlesex,10.502661,13.638084,-3.1354237
nj.mercer,7.6083574,11.088922,-3.480564
nj.morris,6.058227,8.2704735,-2.2122464
nj.ocean,16.568989,18.498686,-1.929697
nj.somerset,10.314852,13.637624,-3.322772
oh.guernsey,5.592157,9.062745,-3.4705882
pr.guayama,2.9353235,3.4626865,-0.52736306
oh.hamilton,7.3372345,10.4195175,-3.082283
oh.lucas,5.6980915,8.694959,-2.9968672
nm.taos,33.275864,61.793102,-28.517239
nm.quay,11.68,20.04,-8.360001
nm.colfax,16.52,49.44,-32.92
nv.washoe,14,20.090565,-6.0905647
in.lagrange,70.16,100.16,-30
oh.morrow,60.227272,97.318184,-37.09091
oh.richland,11.7221,18.997812,-7.275712
oh.ross,8.039801,10.19403,-2.1542292
fl.jackson,46.91954,52.896553,-5.9770126
in.allen,14.817655,22.752577,-7.934922
nv.lyon,26.507936,50.190475,-23.682539
in.ripley,77.08,135.72,-58.64
in.dearborn,28.096153,43.298077,-15.201923
ia.scott,10.569992,16.119865,-5.5498734
in.daviess,24.25,33.6625,-9.412498
in.noble,105.22581,162.74193,-57.51612
oh.seneca,17.75,29.708334,-11.958334
in.vanderburgh,9.367079,11.68779,-2.3207111
in.vigo,14.033272,21.18854,-7.1552677
ut.utah,41.02581,51.22345,-10.197639
ut.beaver,4.625,6.2291665,-1.6041665
ut.salt lake,25.349667,33.040924,-7.6912575
md.baltimore,16.581442,21.14826,-4.566818
ak.nome,0,0,0
in.elkhart,49.820198,69.98522,-20.165024
in.delaware,15.107056,19.090025,-3.9829693
in.morgan,15.135265,24.067633,-8.932367
in.warrick,22.45304,27.447514,-4.9944744
in.tippecanoe,14.314883,21.386225,-7.0713415
ia.black hawk,25.411764,36.037037,-10.625273
in.johnson,32.901817,51.116364,-18.214546
in.tipton,31.44,50.28,-18.839998
in.grant,12.511834,18.452663,-5.9408293
in.marshall,23.6875,35.3875,-11.700001
in.huntington,49.77778,82.361115,-32.583336
in.fayette,19.646465,26.919191,-7.272726
in.white,70.04,114.52,-44.479996
ct.windham,0,0,0
ct.hartford,0,0,0
in.floyd,13.582492,18.60606,-5.023568
az.coconino,0,0,0
fl.okaloosa,15.341753,18.684992,-3.3432388
fl.columbia,14.5404625,15.104046,-0.5635834
fl.santa rosa,22.028572,26.244156,-4.215584
fl.leon,13.626656,14.346026,-0.71937084
fl.duval,11.970523,13.913535,-1.9430122
fl.bay,12.489362,14.69282,-2.2034578
fl.walton,37.537037,47.314816,-9.777779
nv.carson city,14.0039215,27.984314,-13.980392
pa.chester,11.675738,15.917574,-4.2418356
mo.st. louis city,3.5937421,4.7474546,-1.1537125
pa.erie,6.2690105,11.308258,-5.0392475
ma.dukes,13.84,24.8,-10.959999
ma.berkshire,6.0111423,11.587744,-5.5766015
az.cochise,0,0,0
wi.rock,19.343971,25.689716,-6.345745
mn.steele,53.09302,89.790695,-36.697674
mn.ramsey,17.108023,25.026218,-7.9181957
id.kootenai,24.431818,32.310608,-7.87879
ky.union,32.08,35.16,-3.079998
id.nez perce,18.103449,28.206896,-10.103447
tx.crane,9.84,21.96,-12.119999
tx.crosby,7.72,9.56,-1.8400006
ky.shelby,35.92857,45.271427,-9.342857
ky.simpson,36.48,57.4,-20.920002
tx.clay,17.6,33.96,-16.359999
tx.winkler,18.473684,28.421053,-9.947369
tx.liberty,19.860294,21.602942,-1.7426472
tx.floyd,8.48,10.28,-1.8000002
md.frederick,26.733767,35.048702,-8.314936
wi.jackson,81.64,134.24,-52.600006
wv.kanawha,4.4403973,5.2403975,-0.8000002
wv.harrison,4.5085993,7.004914,-2.4963145
wi.burnett,38.56,57.68,-19.119999
wi.columbia,40.877552,54.142857,-13.265305
il.richland,11.333333,16.455555,-5.122222
ok.mcintosh,97.2,120.9,-23.700005
wv.ohio,3.0367413,5.175719,-2.1389775
ok.muskogee,11.699301,16.335665,-4.636364
ok.kingfisher,42.56,53.28,-10.719997
vt.lamoille,7.48,14.12,-6.64
il.jackson,16.766304,23.266304,-6.5
il.wabash,31.36,50.2,-18.84
al.randolph,74.4,79.933334,-5.533333
wi.crawford,59.2,110.32,-51.12
wi.barron,44.5,73.67778,-29.17778
wi.door,75.52,98,-22.480003
ks.smith,3.509434,7.1509433,-3.6415093
ks.shawnee,9.745851,15.079876,-5.3340254
tx.taylor,10.789351,14.679399,-3.890047
tx.henderson,25.136753,31.418804,-6.282051
tx.jefferson,6.998156,8.009219,-1.0110631
tx.austin,21.84375,29.03125,-7.1875
tx.brown,10.963918,14.6907215,-3.7268038
tx.panola,11.795918,12.469388,-0.67346954
tx.childress,26.102564,43.205128,-17.102564
fl.charlotte,7.09599,8.832321,-1.736331
tx.moore,69.52,79.56,-10.040001
tx.maverick,52.089108,56.158417,-4.069309
fl.st. lucie,11.904665,13.09432,-1.1896553
tx.hill,7.7393937,9.078788,-1.3393941
tx.walker,37.349594,41.406506,-4.0569115
tx.pecos,21.609756,29.853659,-8.243902
tx.kleberg,12.77,14.59,-1.8199997
tx.fayette,10.107693,10.2,-0.09230709
tx.angelina,8.972341,10.431915,-1.4595747
ia.clinton,13.818868,20.78868,-6.9698114
ia.story,26.103943,35.78136,-9.677418
ia.lyon,45.12,57.08,-11.960003
tx.falls,23.722221,29.13889,-5.416668
tx.harrison,13.013423,17.563759,-4.550336
