id	rate
1001	0.033294106000000004
1003	0.031633167000000004
1005	0.008648643499999999
1007	0.079142876
1009	0.21474998
1011	0.0031147575
1013	0.012765961
1015	0.02111865
1017	0.03130434
1019	0.023000010999999997
1021	0.028846129999999998
1023	0.0052000046
1025	0.010470600000000002
1027	0.017777767
1031	0.031068707
1033	0.028705235
1035	0.022068968
1039	0.0095238113
1041	0.006559143
1043	0.10302702
1045	0.030561790000000002
1047	0.02297142
1051	0.0345652
1053	0.008873234
1055	0.028200273999999997
1057	0.054754086
1059	0.022080001999999998
1061	0.013855419
1063	0.046000004
1065	0.02615385
1069	0.0064322233
1071	0.060647070000000004
1073	0.016401987
1077	0.04748603
1079	0.030408163
1081	0.015668793
1083	0.09078430000000001
1087	0.012937064
1089	0.0338455
1091	0.0070707035
1093	0.019749994
1095	0.10816668
1097	0.012462416
1099	0.015319147
1101	0.011881018
1103	0.056113453
1107	0.04839287
1109	0.011649475
1111	0.05533333
1113	0.013474579
1117	0.063323784
1119	0.0260606
1121	0.020140352
1123	0.034409456
1125	0.0041690922
1127	0.018164787
1129	0.054000015
1131	0.017999992
1133	0.053050860000000005
2020	0.076769905
2050	0.0
2070	0.0
2110	0.0
2170	0.0
2180	0.0
2220	0.0
2261	0.0
2280	0.0
4001	0.0
4003	0.0
4005	0.0
4007	0.0
4009	0.0
4013	0.0
4015	0.0
4017	0.0
4019	0.0
4021	0.0
4025	0.0
4027	0.0
5001	0.019459448
5003	0.10393938
5005	0.020447760000000002
5007	0.05558098
5009	0.032126436
5011	0.11142856999999999
5015	0.04680851
5017	0.05450001
5019	0.08880001
5021	0.14599998
5023	0.0852
5027	0.027000008000000002
5029	0.12057142000000001
5031	0.020768213
5033	0.052427177
5035	0.0318894
5037	0.066800003
5039	0.076399994
5041	0.0208
5043	0.19183674
5045	0.020566559999999998
5047	0.053600006000000006
5049	0.053199997000000006
5051	0.015835919
5055	0.10550388
5057	0.028101262999999998
5061	0.08700001
5063	0.017085428
5065	0.11200001
5067	0.068496246
5069	0.010582333
5071	0.019750004
5075	0.072800026
5083	0.08731707
5091	0.07935482
5093	0.03331606
5103	0.0584
5107	0.005419359
5109	0.0396875
5113	0.09123076
5115	0.04064707
5119	0.007384906
5121	0.037399998000000004
5125	0.078155727
5127	0.06083334
5131	0.01313334
5133	0.09657143
5137	-0.008400001499999999
5139	0.015120487
5143	0.023859005
5145	0.025592885
5149	0.046052628000000005
6001	0.015070361999999999
6005	0.49173079999999997
6007	0.022195939999999997
6009	0.08729167
6011	0.09
6019	0.019753113
6021	0.06914892
6023	0.023377929000000002
6025	0.11884323000000001
6027	0.006129036
6029	0.062111280000000005
6031	-0.048429804
6033	0.0020967674
6035	1.0947368
6039	0.02002163
6041	0.007161579
6043	0.048823533
6045	0.021489362999999997
6047	0.15947159
6049	0.0086725664
6051	0.19470589
6053	0.04788145
6055	0.007932584
6057	0.10056817000000001
6059	0.034582243
6061	0.044411764
6063	0.022643675999999998
6065	5.4251570000000005
6067	0.042349290000000005
6089	0.039659243000000004
6091	0.0041025642000000005
6093	0.13016395
6095	0.038878498000000004
6097	0.00751328
6099	0.041275253000000005
6101	0.42597824
6103	0.08956522
6105	0.0445098
6107	0.013547459
6109	0.10407896
6111	-0.15119879
6113	0.14897434
6115	0.08815028999999999
8001	0.10456362000000001
8003	0.08522728
8005	0.14588336999999998
8007	0.5827273000000001
8009	0.022784810000000003
8013	0.05619376
8015	0.12919998
8017	0.09454544000000001
8021	0.07294118
8029	0.2291837
8031	0.07847072599999999
8035	0.12659325000000002
8037	0.19689654999999998
8043	1.13240005
8045	0.1268067
8049	0.08954545
8051	0.08791666
8055	0.12
8059	0.17660446
8061	0.008095238
8065	0.076000004
8069	0.09954483
8073	0.4938
8075	0.4068
8077	0.10853052999999999
8081	0.17519998999999997
8083	0.3312
8085	0.21043479999999998
8087	0.14376812
8089	0.22358974
8095	0.039499998
8097	0.12159998
8099	0.27359997
8101	0.05567647
8107	0.071734695
8115	0.01109375
8117	0.2435294
8119	0.39266666
8123	0.2514214
8125	0.015714283
9001	0.0
9003	0.0
9005	0.0
9007	0.0
9013	0.0
9015	0.0
10001	0.09291666
10005	0.038576163999999996
12001	0.006339941
12003	0.00107480645
12005	0.022034578
12007	0.015600014
12009	0.015646038
12011	0.033507880000000004
12013	0.049200020000000004
12015	0.01736331
12017	0.045331326
12019	0.032596150000000004
12021	0.029838257
12023	0.005635833999999999
12031	0.019430122
12033	0.016162052
12035	0.039595947
12037	0.034799995
12039	0.0005267358
12045	0.046842116999999996
12049	0.04920006
12051	0.09439995
12053	0.018177422999999998
12055	0.031052628000000002
12057	0.012728701
12059	0.10549995
12063	0.059770126
12069	0.014316006
12071	0.031254454
12073	0.007193708399999999
12075	0.057250023
12079	0.033000010999999996
12081	0.037096767
12083	0.018661585
12085	0.010465956
12086	0.051791267
12087	0.07472971
12089	0.108888855
12091	0.033432388
12093	0.009599991
12095	0.022028656
12097	0.040270805
12101	0.026895838
12103	0.014412384
12105	0.014668140000000001
12107	0.015454559000000001
12115	0.026841784
12117	0.023150253
12119	0.0046902657
12121	0.044666594999999996
12123	0.0078125
12125	0.005345621
12127	0.014735545999999999
12131	0.09777779
12133	0.044406796
13001	0.019795932999999998
13005	0.015600014
13009	0.0032054806000000003
13013	0.05910720999999999
13015	0.0657143
13019	0.009206352
13021	0.0024519968
13023	0.034399986
13027	0.028400002
13031	0.015368422999999999
13033	0.020499991999999998
13035	0.032799988
13037	-0.0015999985
13039	0.06075001
13043	0.030399989999999998
13045	0.02539877
13047	0.027821236
13051	0.0030959368
13053	0.012456130999999999
13057	0.13829117
13059	0.010264463
13063	0.016866207
13065	0.027600002
13067	0.024711285
13069	0.01875
13071	0.010416679
13075	0.019833326
13077	0.035805092
13081	0.010684929000000001
13083	0.08538464
13087	0.010750008
13091	0.024255323
13095	0.0001384449
13097	0.04197918
13099	0.015200005
13103	0.0832
13105	0.0401923
13107	0.017777786
13109	0.008367348
13111	0.0097999954
13113	0.016773052
13115	0.013882542
13117	0.033980255
13119	0.008850002000000001
13121	0.008617668
13123	0.013199997000000002
13127	0.007256851
13129	0.10188408
13131	0.005166664
13133	0.005405407
13135	0.04316349
13137	0.043018875000000005
13139	0.006925411
13143	0.13439999
13147	0.03060976
13151	0.036264153
13153	0.01623188
13155	0.0038235282999999998
13157	0.06422222
13159	0.016470604
13163	0.0067567635000000004
13165	0.017199993
13173	0.0087999916
13175	0.006168475
13179	0.02265625
13185	0.011864748000000001
13187	0.018076916000000002
13189	0.012127646999999998
13193	0.0038775539999999996
13199	0.003394494
13201	0.016800002999999997
13205	-0.0021738815
13207	0.023199997
13211	0.012199993
13213	0.22500004
13215	0.0021825695000000003
13217	0.038613853
13223	0.037725754
13225	0.019599991
13227	0.045769234
13233	0.16559998
13235	0.0038775444
13237	0.021599998
13241	0.021400003
13243	0.0047999954
13245	0.0046188545
13247	0.02434782
13251	0.0208
13253	0.015384617
13255	0.0196875
13257	0.004375
13259	0.03
13261	-0.0019736861999999997
13267	0.017999992
13275	0.0006024098399999999
13277	0.0081742764
13279	0.015789471
13281	0.014799995
13285	0.005869569999999999
13291	0.012666664000000001
13293	0.015130434
13297	0.02212122
13299	0.016320353
13303	0.018362074
13305	0.016818180000000002
13309	0.023599987
13313	0.07985817
13317	0.0484
13321	-0.0015999985
15001	0.005396826
15003	0.0036154604
15007	0.0047560978
15009	0.0068604636
16001	0.059150677
16005	0.06868292000000001
16009	0.046315784000000006
16011	0.05588234
16013	0.13399998
16017	0.21080002
16019	0.066024113
16021	0.0875
16023	0.017857141
16027	0.1841391
16029	0.04199999
16031	0.22559998
16035	0.065060244
16039	0.11440001999999999
16041	0.11950001
16045	0.4725
16047	0.158888855
16049	0.07121952000000001
16053	0.2564
16055	0.07878790000000001
16057	0.19039999999999999
16059	0.08111112999999999
16065	0.1163768
16067	0.15
16071	0.09727272
16077	0.05299999
16079	0.11839998
16081	0.16
16085	0.06039999
16087	0.11
17001	0.074507465
17005	0.033000002
17011	0.11957447
17019	0.06808742500000001
17021	0.12089551999999999
17025	0.33222218
17027	0.1868571
17029	0.08966103
17031	0.065552807
17033	0.038412704
17045	0.30679996
17049	0.12034245
17051	0.10009090000000001
17053	0.09373134
17055	0.36840004
17057	0.09688173000000001
17061	0.020314686000000002
17063	0.22707863
17065	0.11199999
17067	0.35833336000000005
17069	0.048799999999999996
17073	0.27162792
17075	0.17238094
17077	0.065
17081	0.051828566
17083	0.21122452
17089	0.13202541
17091	0.12668801999999998
17095	0.063110046
17097	0.16557343
17101	0.48679996000000003
17103	0.15000002
17105	0.40523808
17107	0.58760002
17109	0.076631584
17111	0.22361515
17113	0.12799427
17115	0.063217583
17117	0.34939995
17119	0.0776737
17121	0.10237038
17125	0.198
17127	0.2788
17131	0.20318180000000002
17135	0.08219999
17137	0.13064814
17141	0.903125
17143	0.040650624999999996
17145	0.12656717
17147	0.34
17149	0.28047619
17157	0.050842094
17159	0.05122222
17165	0.036734705
17167	0.057866020000000004
17169	0.07521739
17173	0.19766663
17177	0.12359999
17179	0.31133331
17181	0.06276594
17183	0.039127512
17185	0.1884
17187	0.2343478
17189	0.08799999
17191	0.04981819
17195	0.1582222
17197	0.21113074999999998
17199	0.038213453
17201	0.06856670399999999
17203	0.70166664
18001	0.37514285999999997
18003	0.07934922
18005	0.15479799
18009	0.25866669000000003
18011	0.32038464
18017	0.026977615
18019	0.052126694
18021	0.4224
18023	0.42559998
18027	0.09412498
18029	0.15201923
18031	0.43079999999999996
18035	0.039829693
18037	0.07455284
18039	0.20165023999999998
18041	0.07272726
18043	0.05023568
18049	0.22439999
18051	0.43760002
18053	0.059408293
18055	0.262
18057	0.15889235
18059	0.35897060000000003
18061	0.34879997
18063	0.17449476
18065	0.12422222
18067	0.13551184
18069	0.32583336
18071	0.15913979
18073	0.20956524
18075	0.23057144000000002
18077	0.041170564
